NIK,NIK_valid,biometric_flag,age,gender,provider_id,diagnosis_code,procedure_code,num_diagnoses,num_procedures,length_of_stay,total_claim_amount,service_date,claim_date,verification_method,tarif_standar_diagnosis,diagnosis_cost_ratio,avg_cost_per_procedure,verification_delay_days,duplicate_ID_count,duplicate_ID_count_month,time_between_admissions,num_claims_last_30d_by_provider,num_unique_patients_last_30d,provider_claim_rate_vs_peer,claim_rejection_rate_provider,year_month,month_over_month_claim_growth,sudden_spike_flag,new_provider_month_flag,avg_claim_per_patient,claim_fragmentation,claim_fragmentation_score,service_mix_index,provider_id_default,fraud_label
7210520182685066,1,1,73,M,RS009,K29.7,45.16,1,4,1,8210538,2024-01-22,2024-03-26,manual,1700000,4.829728235294118,2052634.5,64,3,0,0.0,6,6,1.0155684623586911,0.1400271827318116,2024-03,5.0,0,0,1368423.0,0,0,4.197279633467612,RS009,MEDIUM
0564307949727894,0,0,41,F,RS006,E66.9,99.28,1,3,3,6387123,2024-02-17,2024-03-26,manual,1000000,6.387123,2129041.0,38,3,0,0.0,3,3,0.9368320528657004,0.1094459224196367,2024-03,2.0,0,0,2129041.0,0,0,4.176435992934502,RS006,HIGH
6710404581844859,1,0,22,M,RS005,J45.9,93.96,3,2,3,2058057,2024-01-04,2024-03-26,auto,2300000,0.8948073913043478,1029028.5,82,4,0,0.0,4,4,1.0680975958504708,0.0959783582684653,2024-03,0.3333333333333332,0,0,514514.25,0,0,4.221995428937814,RS005,NORMAL
5922076436130139,1,1,75,F,RS009,K29.7,45.16,3,2,1,9411292,2024-01-26,2024-03-27,auto,1700000,5.536054117647059,4705646.0,61,4,0,0.0,7,7,1.0155684623586911,0.0908272078375461,2024-03,5.0,0,0,1344470.2857142857,0,0,4.197279633467612,RS009,HIGH
5578394002578195,1,1,86,F,RS008,A09,45.23,3,3,2,7672703,2024-02-26,2024-03-27,auto,1300000,5.902079230769231,2557567.6666666665,30,6,0,0.0,2,2,1.0265457874193042,0.1362113563870987,2024-03,0.0,1,1,3836351.5,0,0,4.132381893114696,RS008,MEDIUM
8675668065807341,0,1,25,M,RS008,J00,93.9,3,1,1,5513246,2024-02-01,2024-03-29,auto,500000,11.026492,5513246.0,57,4,0,0.0,3,3,1.0265457874193042,0.0636561274033994,2024-03,0.0,1,1,1837748.6666666667,0,0,4.132381893114696,RS008,HIGH
2827645188709924,1,1,11,F,RS008,J18.9,93.94,3,4,1,4372801,2024-02-19,2024-03-30,auto,4200000,1.0411430952380951,1093200.25,40,4,0,0.0,4,4,1.0265457874193042,0.0999590680219107,2024-03,0.0,1,1,1093200.25,0,0,4.132381893114696,RS008,NORMAL
2469424367291430,1,1,66,M,RS005,Z34.0,73.0,1,2,2,9364664,2024-03-09,2024-04-01,auto,800000,11.70583,4682332.0,23,3,0,0.0,5,5,1.0680975958504708,0.0899831526232427,2024-04,0.5,0,0,1872932.8,0,0,4.221995428937814,RS005,MEDIUM
3671485102522417,1,1,76,F,RS008,R50.9,99.19,2,4,0,6295705,2024-02-14,2024-04-03,auto,1000000,6.295705,1573926.25,49,6,0,0.0,5,5,1.0265457874193042,0.1404979830789623,2024-04,1.0,0,0,1259141.0,0,0,4.132381893114696,RS008,MEDIUM
6534406524227827,0,1,20,M,RS006,Z34.0,73.0,1,3,4,9413347,2024-01-24,2024-04-04,auto,800000,11.76668375,3137782.333333333,71,4,0,0.0,4,4,0.9368320528657004,0.1420088718515069,2024-04,1.6666666666666663,0,0,2353336.75,0,0,4.176435992934502,RS006,HIGH
2625317558403859,1,1,24,F,RS010,A09,45.23,2,2,1,6522707,2024-01-11,2024-04-05,auto,1300000,5.017466923076923,3261353.5,85,3,0,0.0,3,3,0.8937543008399227,0.0311031027650744,2024-04,1.0,0,0,2174235.6666666665,0,0,4.194546355512187,RS010,MEDIUM
6848019516988740,0,1,1,M,RS008,O80,72.0,1,1,2,8870307,2024-01-05,2024-04-05,auto,3500000,2.534373428571429,8870307.0,91,5,0,0.0,5,5,1.0265457874193042,0.1450676048623757,2024-04,1.0,0,0,1774061.4,0,0,4.132381893114696,RS008,MEDIUM
1393356349247128,1,1,66,F,RS005,M54.5,93.39,2,2,0,8522963,2024-03-11,2024-04-05,auto,1800000,4.734979444444445,4261481.5,25,5,0,0.0,4,4,1.0680975958504708,0.0549509568696851,2024-04,0.5,0,0,2130740.75,0,0,4.221995428937814,RS005,MEDIUM
4657436164816575,1,1,82,M,RS010,R10.4,87.09,3,1,0,3882527,2024-02-28,2024-04-06,manual,1200000,3.235439166666666,3882527.0,38,4,0,0.0,4,4,0.8937543008399227,0.138227676324762,2024-04,1.0,0,0,970631.75,0,0,4.194546355512187,RS010,MEDIUM
6350804304016749,0,1,30,M,RS009,Z00.0,93.99,3,3,0,9264567,2024-02-01,2024-04-06,manual,700000,13.235095714285714,3088189.0,65,3,0,0.0,6,6,1.0155684623586911,0.0550665205635897,2024-04,-0.5,0,0,1544094.5,0,0,4.197279633467612,RS009,HIGH
1756839619701697,1,1,33,F,RS005,I25.1,36.15,3,2,2,1931952,2024-02-28,2024-04-08,auto,5000000,0.3863904,965976.0,40,4,0,0.0,5,5,1.0680975958504708,0.0678983595891552,2024-04,0.5,0,0,386390.4,0,0,4.221995428937814,RS005,NORMAL
1997123657850108,0,1,46,M,RS001,N39.0,57.94,1,3,0,874496,2024-01-13,2024-04-08,auto,2200000,0.3974981818181818,291498.6666666667,86,4,0,0.0,7,7,1.131614360602141,0.0226759842584543,2024-04,-0.1666666666666666,0,0,124928.0,0,0,4.185516708138293,RS001,NORMAL
0759329526027876,1,1,47,F,RS001,Z34.0,73.0,1,3,3,6134496,2024-01-27,2024-04-08,auto,800000,7.66812,2044832.0,72,4,0,0.0,7,7,1.131614360602141,0.1120494351134859,2024-04,-0.1666666666666666,0,0,876356.5714285715,0,0,4.185516708138293,RS001,MEDIUM
1768728326038367,1,1,20,F,RS010,E66.9,99.28,1,2,1,6774796,2024-02-09,2024-04-09,manual,1000000,6.774796,3387398.0,60,4,0,0.0,5,5,0.8937543008399227,0.0451710952734099,2024-04,1.0,0,0,1354959.2,0,0,4.194546355512187,RS010,MEDIUM
7744547414875528,1,1,15,M,RS006,Z34.0,73.0,1,4,1,6016300,2024-03-22,2024-04-09,manual,800000,7.520375,1504075.0,18,7,0,0.0,5,5,0.9368320528657004,0.0435538262765107,2024-04,1.6666666666666663,0,0,1203260.0,0,0,4.176435992934502,RS006,MEDIUM
8078806926248836,1,1,78,F,RS006,E11,99.1,2,2,1,6284883,2024-02-19,2024-04-09,auto,2500000,2.5139532,3142441.5,50,7,0,0.0,5,5,0.9368320528657004,0.1009579424211793,2024-04,1.6666666666666663,0,0,1256976.6,0,0,4.176435992934502,RS006,MEDIUM
8765410831707621,1,1,14,M,RS005,Z34.0,73.0,3,2,1,1234745,2024-01-03,2024-04-10,auto,800000,1.54343125,617372.5,98,2,0,0.0,6,6,1.0680975958504708,0.136394991589912,2024-04,0.5,0,0,205790.8333333333,0,0,4.221995428937814,RS005,NORMAL
5798574019483136,0,1,72,M,RS008,E11,99.1,2,4,2,7472275,2024-01-25,2024-04-10,auto,2500000,2.98891,1868068.75,76,5,0,0.0,6,6,1.0265457874193042,0.0861646752548661,2024-04,1.0,0,0,1245379.1666666667,0,0,4.132381893114696,RS008,MEDIUM
9070692749547225,1,1,11,F,RS006,Z03.8,93.91,1,4,0,7430572,2024-01-01,2024-04-10,manual,1200000,6.192143333333333,1857643.0,100,2,0,0.0,6,6,0.9368320528657004,0.048947890286001,2024-04,1.6666666666666663,0,0,1238428.6666666667,0,0,4.176435992934502,RS006,MEDIUM
8420621456486243,1,1,43,M,RS009,J00,93.9,2,3,1,4661452,2024-04-02,2024-04-12,manual,500000,9.322904,1553817.3333333333,10,3,0,0.0,7,7,1.0155684623586911,0.1113118337404778,2024-04,-0.5,0,0,665921.7142857143,0,0,4.197279633467612,RS009,MEDIUM
4307467540743433,0,0,31,M,RS002,J45.9,93.96,1,4,1,3530591,2024-04-01,2024-04-12,auto,2300000,1.5350395652173914,882647.75,11,2,0,0.0,5,5,1.0391230455674134,0.0789275485172436,2024-04,0.0,0,0,706118.2,0,0,4.200547839995615,RS002,MEDIUM
3956183799163794,1,1,54,M,RS008,J00,93.9,3,3,1,1526447,2024-02-17,2024-04-13,manual,500000,3.052894,508815.6666666667,56,3,0,0.0,7,7,1.0265457874193042,0.0788672246869624,2024-04,1.0,0,0,218063.8571428572,0,0,4.132381893114696,RS008,MEDIUM
1505327285243202,0,0,15,F,RS004,I10,99.04,1,3,3,8955367,2024-03-25,2024-04-15,manual,2000000,4.4776835,2985122.333333333,21,8,0,0.0,3,3,1.1389042610267026,0.0699864725938256,2024-04,4.0,0,0,2985122.333333333,0,0,4.188037474678279,RS004,HIGH
9357517341908657,1,0,46,M,RS004,K21.0,45.16,1,4,0,2179675,2024-02-29,2024-04-15,auto,1400000,1.5569107142857144,544918.75,46,5,0,0.0,3,3,1.1389042610267026,0.0833967189207643,2024-04,4.0,0,0,726558.3333333334,0,0,4.188037474678279,RS004,MEDIUM
1319383808572015,1,1,74,F,RS009,M54.5,93.39,2,4,0,8177658,2024-01-16,2024-04-16,auto,1800000,4.543143333333333,2044414.5,91,4,0,0.0,8,8,1.0155684623586911,0.1056572348547314,2024-04,-0.5,0,0,1022207.25,0,0,4.197279633467612,RS009,MEDIUM
8283463129859529,1,1,48,M,RS003,K21.0,45.16,3,1,1,3575974,2024-03-11,2024-04-16,auto,1400000,2.554267142857143,3575974.0,36,2,0,0.0,3,3,0.8457919841544634,0.1444912869856994,2024-04,-0.3333333333333333,0,0,1191991.3333333333,0,0,4.217898747374582,RS003,NORMAL
0453869805889248,1,1,35,F,RS008,K29.7,45.16,3,3,3,446796,2024-03-09,2024-04-17,auto,1700000,0.2628211764705882,148932.0,39,2,0,0.0,8,8,1.0265457874193042,0.0562302610707083,2024-04,1.0,0,0,55849.5,0,0,4.132381893114696,RS008,NORMAL
5130185890995689,1,1,56,F,RS002,Z03.8,93.91,2,4,0,4410189,2024-04-03,2024-04-17,manual,1200000,3.6751575,1102547.25,14,2,0,0.0,5,5,1.0391230455674134,0.0881707350125854,2024-04,0.0,0,0,882037.8,0,0,4.200547839995615,RS002,MEDIUM
3960286269178819,1,1,76,M,RS004,Z03.8,93.91,2,1,0,1599250,2024-03-28,2024-04-18,auto,1200000,1.3327083333333334,1599250.0,21,2,0,0.0,4,4,1.1389042610267026,0.1047891537409114,2024-04,4.0,0,0,399812.5,0,0,4.188037474678279,RS004,NORMAL
1456379441744140,0,1,43,F,RS010,Z03.8,93.91,3,4,0,555440,2024-01-04,2024-04-18,auto,1200000,0.4628666666666666,138860.0,105,3,0,0.0,6,6,0.8937543008399227,0.0741170407107661,2024-04,1.0,0,0,92573.33333333331,0,0,4.194546355512187,RS010,NORMAL
5451421936532868,1,1,86,M,RS008,Z00.0,93.99,2,4,1,6988802,2024-01-29,2024-04-19,manual,700000,9.984002857142857,1747200.5,81,2,0,0.0,9,9,1.0265457874193042,0.1446533435147533,2024-04,1.0,0,0,776533.5555555555,0,0,4.132381893114696,RS008,MEDIUM
2913539596413669,1,0,61,M,RS002,I10,99.04,2,2,3,3157941,2024-01-13,2024-04-19,manual,2000000,1.5789705,1578970.5,97,5,0,0.0,6,6,1.0391230455674134,0.0772991571019696,2024-04,0.0,0,0,526323.5,0,0,4.200547839995615,RS002,MEDIUM
