NIK,NIK_valid,biometric_flag,age,gender,provider_id,diagnosis_code,procedure_code,num_diagnoses,num_procedures,length_of_stay,total_claim_amount,service_date,claim_date,verification_method,tarif_standar_diagnosis,diagnosis_cost_ratio,avg_cost_per_procedure,verification_delay_days,duplicate_ID_count,duplicate_ID_count_month,time_between_admissions,num_claims_last_30d_by_provider,num_unique_patients_last_30d,provider_claim_rate_vs_peer,claim_rejection_rate_provider,year_month,month_over_month_claim_growth,sudden_spike_flag,new_provider_month_flag,avg_claim_per_patient,claim_fragmentation,claim_fragmentation_score,service_mix_index
9310857938702230,1,1,60,M,RS001,A09,45.23,1,4,4,7323632,2024-02-05,2024-02-19,auto,1300000,5.633563076923077,1830908.0,14,6,0,0.0,1,1,1.131614360602141,0.06869021545015713,2024-02,0.0,1,1,7323632.0,0,0,4.185516708138293
6462214513185217,1,1,14,M,RS002,H25.9,13.1,1,2,0,9622080,2024-02-17,2024-02-22,manual,7500000,1.282944,4811040.0,5,7,0,0.0,3,3,1.0391230455674134,0.04666815326266093,2024-02,3.0,0,0,3207360.0,0,0,4.200547839995615
8154295045098397,1,1,34,F,RS007,Z34.0,73.0,1,1,2,7451896,2024-01-13,2024-02-22,manual,800000,9.31487,7451896.0,40,3,0,0.0,1,1,0.90376814931519,0.14285312839547393,2024-02,0.0,1,1,7451896.0,0,0,4.2002148790873735
2291642173917775,0,1,75,F,RS002,I25.1,36.15,1,1,3,9884585,2024-01-31,2024-02-23,manual,5000000,1.976917,9884585.0,23,3,0,0.0,4,4,1.0391230455674134,0.04478940368627665,2024-02,3.0,0,0,2471146.25,0,0,4.200547839995615
3385727074198254,1,1,13,M,RS005,E11,99.1,2,3,1,9411113,2024-02-19,2024-02-24,auto,2500000,3.7644452,3137037.6666666665,5,1,0,0.0,3,3,1.0680975958504708,0.08778837314169442,2024-02,0.5,0,0,3137037.6666666665,0,0,4.221995428937814
6799403522212861,1,1,70,M,RS001,O80,72.0,1,3,4,7704773,2024-01-06,2024-02-26,manual,3500000,2.2013637142857143,2568257.6666666665,51,4,0,0.0,2,2,1.131614360602141,0.1435928598332891,2024-02,0.0,1,1,3852386.5,0,0,4.185516708138293
6783988416654665,1,1,73,M,RS009,H25.9,13.4,3,2,0,3258710,2024-01-20,2024-02-27,auto,7500000,0.43449466666666664,1629355.0,38,3,0,0.0,1,1,1.0155684623586911,0.030651997074958998,2024-02,0.0,0,0,3258710.0,0,0,4.197279633467612
6525350322602392,1,1,28,M,RS007,R50.9,99.19,3,3,0,7552345,2024-01-23,2024-02-28,manual,1000000,7.552345,2517448.3333333335,36,5,0,0.0,2,2,0.90376814931519,0.10873026223973042,2024-02,0.0,1,1,3776172.5,0,0,4.2002148790873735
6875639298000694,1,0,1,M,RS001,R50.9,99.19,2,3,2,995028,2024-01-18,2024-02-28,manual,1000000,0.995028,331676.0,41,3,0,0.0,3,3,1.131614360602141,0.11515921243548267,2024-02,0.0,1,1,331676.0,0,0,4.185516708138293
2131451356655480,1,1,60,M,RS004,O80,72.0,1,1,2,5664741,2024-02-23,2024-02-29,manual,3500000,1.6184974285714286,5664741.0,6,5,0,0.0,1,1,1.1389042610267026,0.08660729108095279,2024-02,0.0,0,0,5664741.0,0,0,4.1880374746782785
1505840257036345,1,1,34,F,RS002,K21.0,45.16,3,2,0,4653180,2024-01-01,2024-02-29,auto,1400000,3.3237,2326590.0,59,4,0,0.0,4,4,1.0391230455674134,0.024751456820252336,2024-02,3.0,0,0,1163295.0,0,0,4.200547839995615
0448266963509804,0,1,52,F,RS005,H25.9,13.4,2,1,0,9165067,2024-01-08,2024-03-04,auto,7500000,1.2220089333333333,9165067.0,56,3,0,0.0,4,4,1.0680975958504708,0.02889963351336515,2024-03,0.33333333333333326,0,0,2291266.75,0,0,4.221995428937814
3705483788553762,1,1,8,F,RS007,R50.9,99.19,3,1,1,3924764,2024-02-13,2024-03-04,auto,1000000,3.924764,3924764.0,20,3,0,0.0,3,3,0.90376814931519,0.06311019038401841,2024-03,0.5,0,0,1308254.6666666667,0,0,4.2002148790873735
4773352549521454,0,1,52,M,RS009,Z34.0,73.0,1,1,2,9375441,2024-01-27,2024-03-04,auto,800000,11.71930125,9375441.0,37,6,0,0.0,2,2,1.0155684623586911,0.04547742401122905,2024-03,5.0,0,0,4687720.5,0,0,4.197279633467612
0853312808902937,1,0,21,F,RS005,E66.9,99.28,2,3,2,4953744,2024-02-26,2024-03-05,auto,1000000,4.953744,1651248.0,8,3,0,0.0,5,5,1.0680975958504708,0.06824468199591661,2024-03,0.33333333333333326,0,0,990748.8,0,0,4.221995428937814
2849295304957500,1,1,47,F,RS008,I25.1,36.15,1,1,3,2629871,2024-01-11,2024-03-05,auto,5000000,0.5259742,2629871.0,54,4,0,0.0,1,1,1.0265457874193042,0.13536518959814683,2024-03,0.0,1,1,2629871.0,0,0,4.132381893114696
1932837844152572,1,1,80,M,RS001,A09,45.23,2,1,0,6761354,2024-02-14,2024-03-05,auto,1300000,5.2010415384615385,6761354.0,20,4,0,0.0,4,4,1.131614360602141,0.09782560294561476,2024-03,1.0,0,0,1690338.5,0,0,4.185516708138293
0858583419393429,1,0,31,M,RS006,A09,45.23,3,4,2,4991945,2024-02-21,2024-03-07,manual,1300000,3.839957692307692,1247986.25,15,6,0,0.0,2,2,0.9368320528657003,0.10573577761467254,2024-03,2.0,0,0,2495972.5,0,0,4.176435992934502
9389866854122713,1,1,55,M,RS007,Z03.8,93.91,2,3,0,5661077,2024-02-29,2024-03-11,auto,1200000,4.717564166666667,1887025.6666666667,11,3,0,0.0,4,4,0.90376814931519,0.08507531126600808,2024-03,0.5,0,0,1415269.25,0,0,4.2002148790873735
0696230795231362,1,1,62,M,RS003,E11,99.1,2,2,2,7789495,2024-01-12,2024-03-14,manual,2500000,3.115798,3894747.5,62,4,0,0.0,2,2,0.8457919841544634,0.08047672959688336,2024-03,0.5,0,0,3894747.5,0,0,4.217898747374582
2225364991885311,1,1,48,M,RS001,I25.1,36.15,2,4,3,3894175,2024-01-04,2024-03-14,manual,5000000,0.778835,973543.75,70,3,0,0.0,5,5,1.131614360602141,0.04028242325751675,2024-03,1.0,0,0,778835.0,0,0,4.185516708138293
5379318419097792,1,0,12,F,RS002,Z34.0,73.0,2,4,3,2863222,2024-02-09,2024-03-14,manual,800000,3.5790275,715805.5,34,1,0,0.0,4,4,1.0391230455674134,0.08136870286429991,2024-03,0.0,0,0,715805.5,0,0,4.200547839995615
6958115592991254,1,0,44,F,RS007,A09,45.23,3,3,1,6662498,2024-02-10,2024-03-15,manual,1300000,5.124998461538461,2220832.6666666665,34,4,0,0.0,5,5,0.90376814931519,0.10394425563563697,2024-03,0.5,0,0,1332499.6,0,0,4.2002148790873735
2744218297522063,1,1,27,F,RS003,I25.1,36.15,1,4,1,1118283,2024-01-10,2024-03-18,auto,5000000,0.2236566,279570.75,68,2,0,0.0,3,3,0.8457919841544634,0.027818504538102078,2024-03,0.5,0,0,372761.0,0,0,4.217898747374582
8088580042537141,1,1,14,M,RS009,E11,99.1,3,1,1,4792350,2024-01-09,2024-03-19,auto,2500000,1.91694,4792350.0,70,5,0,0.0,3,3,1.0155684623586911,0.14268962968756188,2024-03,5.0,0,0,1597450.0,0,0,4.197279633467612
0955641672780563,1,1,44,F,RS001,I10,99.04,3,4,3,532654,2024-01-01,2024-03-19,auto,2000000,0.266327,133163.5,78,5,0,0.0,7,7,1.131614360602141,0.04027928764370635,2024-03,1.0,0,0,76093.42857142857,0,0,4.185516708138293
7052530558642372,1,0,9,F,RS005,Z34.0,73.0,2,1,2,9485769,2024-01-23,2024-03-19,manual,800000,11.85721125,9485769.0,56,6,1,29.0,6,5,1.0680975958504708,0.13969965910023646,2024-03,0.33333333333333326,0,0,1897153.8,0,0,4.221995428937814
3729451114764061,1,0,12,F,RS001,H25.9,13.5,2,2,0,9951337,2024-01-03,2024-03-19,manual,7500000,1.3268449333333334,4975668.5,76,3,0,0.0,7,7,1.131614360602141,0.02755086958186593,2024-03,1.0,0,0,1421619.5714285714,0,0,4.185516708138293
6431099747463069,1,1,21,M,RS004,I25.1,36.15,3,2,0,4421646,2024-02-01,2024-03-20,manual,5000000,0.8843292,2210823.0,48,5,0,0.0,2,2,1.1389042610267026,0.0335492243650852,2024-03,0.0,0,0,2210823.0,0,0,4.1880374746782785
2320546260898625,1,1,65,M,RS001,R10.4,87.09,3,4,0,3802829,2024-03-09,2024-03-21,manual,1200000,3.1690241666666665,950707.25,12,3,0,0.0,7,7,1.131614360602141,0.13260289895074157,2024-03,1.0,0,0,543261.2857142857,0,0,4.185516708138293
1316035841729272,1,1,22,M,RS003,J18.9,96.04,1,4,1,779670,2024-01-30,2024-03-22,auto,4200000,0.1856357142857143,194917.5,52,1,0,0.0,3,3,0.8457919841544634,0.09309858606412828,2024-03,0.5,0,0,259890.0,0,0,4.217898747374582
5242892784396581,1,0,79,F,RS002,M54.5,93.39,2,2,0,2341081,2024-03-13,2024-03-22,manual,1800000,1.3006005555555555,1170540.5,9,6,0,0.0,5,5,1.0391230455674134,0.09342934732414014,2024-03,0.0,0,0,468216.2,0,0,4.200547839995615
8219600145167686,1,1,28,M,RS009,I10,99.04,1,3,2,4874128,2024-03-16,2024-03-22,auto,2000000,2.437064,1624709.3333333333,6,5,0,0.0,4,4,1.0155684623586911,0.14694365594922532,2024-03,5.0,0,0,1218532.0,0,0,4.197279633467612
3311804666529293,1,0,41,F,RS010,Z34.0,73.0,3,3,3,469467,2024-01-01,2024-03-23,manual,800000,0.58683375,156489.0,82,3,0,0.0,2,2,0.8937543008399227,0.03575020996392811,2024-03,1.0,0,0,234733.5,0,0,4.194546355512187
0326719475238460,1,1,60,M,RS010,J18.9,93.94,2,4,0,2138161,2024-02-26,2024-03-23,manual,4200000,0.5090859523809523,534540.25,26,2,0,0.0,2,2,0.8937543008399227,0.041703523274481,2024-03,1.0,0,0,1069080.5,0,0,4.194546355512187
7166026159058753,1,1,6,M,RS001,M54.5,93.39,1,1,0,3922076,2024-03-07,2024-03-23,auto,1800000,2.178931111111111,3922076.0,16,4,0,0.0,8,8,1.131614360602141,0.09814495152661715,2024-03,1.0,0,0,490259.5,0,0,4.185516708138293
5841584031436177,0,1,62,M,RS002,I25.1,36.15,3,1,6,6135092,2024-01-09,2024-03-23,manual,5000000,1.2270184,6135092.0,74,2,0,0.0,5,5,1.0391230455674134,0.028542123125685808,2024-03,0.0,0,0,1227018.4,0,0,4.200547839995615
3677987654139401,1,1,89,F,RS009,O80,72.0,2,2,2,5634794,2024-03-16,2024-03-25,manual,3500000,1.6099411428571428,2817397.0,9,1,0,0.0,5,5,1.0155684623586911,0.06891371281295486,2024-03,5.0,0,0,1126958.8,0,0,4.197279633467612
8603255609643840,1,1,14,M,RS002,K21.0,45.16,3,4,1,4686285,2024-02-24,2024-03-25,manual,1400000,3.3473464285714285,1171571.25,30,5,0,0.0,5,5,1.0391230455674134,0.12081859017035139,2024-03,0.0,0,0,937257.0,0,0,4.200547839995615
6088403484245749,0,0,25,F,RS006,E66.9,99.28,2,4,1,2222551,2024-03-13,2024-03-26,manual,1000000,2.222551,555637.75,13,1,0,0.0,3,3,0.9368320528657003,0.03565038524258157,2024-03,2.0,0,0,740850.3333333334,0,0,4.176435992934502
7210520182685066,1,1,73,M,RS009,K29.7,45.16,1,4,1,8210538,2024-01-22,2024-03-26,manual,1700000,4.829728235294118,2052634.5,64,3,0,0.0,6,6,1.0155684623586911,0.14002718273181164,2024-03,5.0,0,0,1368423.0,0,0,4.197279633467612
0564307949727894,0,0,41,F,RS006,E66.9,99.28,1,3,3,6387123,2024-02-17,2024-03-26,manual,1000000,6.387123,2129041.0,38,3,0,0.0,3,3,0.9368320528657003,0.10944592241963676,2024-03,2.0,0,0,2129041.0,0,0,4.176435992934502
6710404581844859,1,0,22,M,RS005,J45.9,93.96,3,2,3,2058057,2024-01-04,2024-03-26,auto,2300000,0.8948073913043478,1029028.5,82,4,0,0.0,4,4,1.0680975958504708,0.09597835826846539,2024-03,0.33333333333333326,0,0,514514.25,0,0,4.221995428937814
5922076436130139,1,1,75,F,RS009,K29.7,45.16,3,2,1,9411292,2024-01-26,2024-03-27,auto,1700000,5.536054117647059,4705646.0,61,4,0,0.0,7,7,1.0155684623586911,0.09082720783754614,2024-03,5.0,0,0,1344470.2857142857,0,0,4.197279633467612
5578394002578195,1,1,86,F,RS008,A09,45.23,3,3,2,7672703,2024-02-26,2024-03-27,auto,1300000,5.902079230769231,2557567.6666666665,30,6,0,0.0,2,2,1.0265457874193042,0.13621135638709878,2024-03,0.0,1,1,3836351.5,0,0,4.132381893114696
8675668065807341,0,1,25,M,RS008,J00,93.9,3,1,1,5513246,2024-02-01,2024-03-29,auto,500000,11.026492,5513246.0,57,4,0,0.0,3,3,1.0265457874193042,0.06365612740339949,2024-03,0.0,1,1,1837748.6666666667,0,0,4.132381893114696
2827645188709924,1,1,11,F,RS008,J18.9,93.94,3,4,1,4372801,2024-02-19,2024-03-30,auto,4200000,1.0411430952380953,1093200.25,40,4,0,0.0,4,4,1.0265457874193042,0.09995906802191075,2024-03,0.0,1,1,1093200.25,0,0,4.132381893114696
2469424367291430,1,1,66,M,RS005,Z34.0,73.0,1,2,2,9364664,2024-03-09,2024-04-01,auto,800000,11.70583,4682332.0,23,3,0,0.0,5,5,1.0680975958504708,0.08998315262324275,2024-04,0.5,0,0,1872932.8,0,0,4.221995428937814
3671485102522417,1,1,76,F,RS008,R50.9,99.19,2,4,0,6295705,2024-02-14,2024-04-03,auto,1000000,6.295705,1573926.25,49,6,0,0.0,5,5,1.0265457874193042,0.14049798307896233,2024-04,1.0,0,0,1259141.0,0,0,4.132381893114696
6534406524227827,0,1,20,M,RS006,Z34.0,73.0,1,3,4,9413347,2024-01-24,2024-04-04,auto,800000,11.76668375,3137782.3333333335,71,4,0,0.0,4,4,0.9368320528657003,0.14200887185150696,2024-04,1.6666666666666665,0,0,2353336.75,0,0,4.176435992934502
2625317558403859,1,1,24,F,RS010,A09,45.23,2,2,1,6522707,2024-01-11,2024-04-05,auto,1300000,5.017466923076923,3261353.5,85,3,0,0.0,3,3,0.8937543008399227,0.03110310276507449,2024-04,1.0,0,0,2174235.6666666665,0,0,4.194546355512187
6848019516988740,0,1,1,M,RS008,O80,72.0,1,1,2,8870307,2024-01-05,2024-04-05,auto,3500000,2.5343734285714286,8870307.0,91,5,0,0.0,5,5,1.0265457874193042,0.1450676048623757,2024-04,1.0,0,0,1774061.4,0,0,4.132381893114696
1393356349247128,1,1,66,F,RS005,M54.5,93.39,2,2,0,8522963,2024-03-11,2024-04-05,auto,1800000,4.734979444444445,4261481.5,25,5,0,0.0,4,4,1.0680975958504708,0.05495095686968515,2024-04,0.5,0,0,2130740.75,0,0,4.221995428937814
4657436164816575,1,1,82,M,RS010,R10.4,87.09,3,1,0,3882527,2024-02-28,2024-04-06,manual,1200000,3.2354391666666666,3882527.0,38,4,0,0.0,4,4,0.8937543008399227,0.13822767632476204,2024-04,1.0,0,0,970631.75,0,0,4.194546355512187
6350804304016749,0,1,30,M,RS009,Z00.0,93.99,3,3,0,9264567,2024-02-01,2024-04-06,manual,700000,13.235095714285714,3088189.0,65,3,0,0.0,6,6,1.0155684623586911,0.055066520563589724,2024-04,-0.5,0,0,1544094.5,0,0,4.197279633467612
1756839619701697,1,1,33,F,RS005,I25.1,36.15,3,2,2,1931952,2024-02-28,2024-04-08,auto,5000000,0.3863904,965976.0,40,4,0,0.0,5,5,1.0680975958504708,0.06789835958915526,2024-04,0.5,0,0,386390.4,0,0,4.221995428937814
1997123657850108,0,1,46,M,RS001,N39.0,57.94,1,3,0,874496,2024-01-13,2024-04-08,auto,2200000,0.3974981818181818,291498.6666666667,86,4,0,0.0,7,7,1.131614360602141,0.022675984258454317,2024-04,-0.16666666666666663,0,0,124928.0,0,0,4.185516708138293
0759329526027876,1,1,47,F,RS001,Z34.0,73.0,1,3,3,6134496,2024-01-27,2024-04-08,auto,800000,7.66812,2044832.0,72,4,0,0.0,7,7,1.131614360602141,0.11204943511348592,2024-04,-0.16666666666666663,0,0,876356.5714285715,0,0,4.185516708138293
1768728326038367,1,1,20,F,RS010,E66.9,99.28,1,2,1,6774796,2024-02-09,2024-04-09,manual,1000000,6.774796,3387398.0,60,4,0,0.0,5,5,0.8937543008399227,0.0451710952734099,2024-04,1.0,0,0,1354959.2,0,0,4.194546355512187
7744547414875528,1,1,15,M,RS006,Z34.0,73.0,1,4,1,6016300,2024-03-22,2024-04-09,manual,800000,7.520375,1504075.0,18,7,0,0.0,5,5,0.9368320528657003,0.04355382627651076,2024-04,1.6666666666666665,0,0,1203260.0,0,0,4.176435992934502
8078806926248836,1,1,78,F,RS006,E11,99.1,2,2,1,6284883,2024-02-19,2024-04-09,auto,2500000,2.5139532,3142441.5,50,7,0,0.0,5,5,0.9368320528657003,0.10095794242117935,2024-04,1.6666666666666665,0,0,1256976.6,0,0,4.176435992934502
8765410831707621,1,1,14,M,RS005,Z34.0,73.0,3,2,1,1234745,2024-01-03,2024-04-10,auto,800000,1.54343125,617372.5,98,2,0,0.0,6,6,1.0680975958504708,0.136394991589912,2024-04,0.5,0,0,205790.83333333334,0,0,4.221995428937814
5798574019483136,0,1,72,M,RS008,E11,99.1,2,4,2,7472275,2024-01-25,2024-04-10,auto,2500000,2.98891,1868068.75,76,5,0,0.0,6,6,1.0265457874193042,0.08616467525486618,2024-04,1.0,0,0,1245379.1666666667,0,0,4.132381893114696
9070692749547225,1,1,11,F,RS006,Z03.8,93.91,1,4,0,7430572,2024-01-01,2024-04-10,manual,1200000,6.192143333333333,1857643.0,100,2,0,0.0,6,6,0.9368320528657003,0.04894789028600105,2024-04,1.6666666666666665,0,0,1238428.6666666667,0,0,4.176435992934502
8420621456486243,1,1,43,M,RS009,J00,93.9,2,3,1,4661452,2024-04-02,2024-04-12,manual,500000,9.322904,1553817.3333333333,10,3,0,0.0,7,7,1.0155684623586911,0.11131183374047783,2024-04,-0.5,0,0,665921.7142857143,0,0,4.197279633467612
4307467540743433,0,0,31,M,RS002,J45.9,93.96,1,4,1,3530591,2024-04-01,2024-04-12,auto,2300000,1.5350395652173914,882647.75,11,2,0,0.0,5,5,1.0391230455674134,0.0789275485172436,2024-04,0.0,0,0,706118.2,0,0,4.200547839995615
3956183799163794,1,1,54,M,RS008,J00,93.9,3,3,1,1526447,2024-02-17,2024-04-13,manual,500000,3.052894,508815.6666666667,56,3,0,0.0,7,7,1.0265457874193042,0.07886722468696249,2024-04,1.0,0,0,218063.85714285713,0,0,4.132381893114696
1505327285243202,0,0,15,F,RS004,I10,99.04,1,3,3,8955367,2024-03-25,2024-04-15,manual,2000000,4.4776835,2985122.3333333335,21,8,0,0.0,3,3,1.1389042610267026,0.06998647259382564,2024-04,4.0,0,0,2985122.3333333335,0,0,4.1880374746782785
9357517341908657,1,0,46,M,RS004,K21.0,45.16,1,4,0,2179675,2024-02-29,2024-04-15,auto,1400000,1.5569107142857144,544918.75,46,5,0,0.0,3,3,1.1389042610267026,0.08339671892076438,2024-04,4.0,0,0,726558.3333333334,0,0,4.1880374746782785
1319383808572015,1,1,74,F,RS009,M54.5,93.39,2,4,0,8177658,2024-01-16,2024-04-16,auto,1800000,4.543143333333333,2044414.5,91,4,0,0.0,8,8,1.0155684623586911,0.10565723485473144,2024-04,-0.5,0,0,1022207.25,0,0,4.197279633467612
8283463129859529,1,1,48,M,RS003,K21.0,45.16,3,1,1,3575974,2024-03-11,2024-04-16,auto,1400000,2.554267142857143,3575974.0,36,2,0,0.0,3,3,0.8457919841544634,0.14449128698569944,2024-04,-0.33333333333333337,0,0,1191991.3333333333,0,0,4.217898747374582
0453869805889248,1,1,35,F,RS008,K29.7,45.16,3,3,3,446796,2024-03-09,2024-04-17,auto,1700000,0.2628211764705882,148932.0,39,2,0,0.0,8,8,1.0265457874193042,0.05623026107070836,2024-04,1.0,0,0,55849.5,0,0,4.132381893114696
5130185890995689,1,1,56,F,RS002,Z03.8,93.91,2,4,0,4410189,2024-04-03,2024-04-17,manual,1200000,3.6751575,1102547.25,14,2,0,0.0,5,5,1.0391230455674134,0.0881707350125854,2024-04,0.0,0,0,882037.8,0,0,4.200547839995615
3960286269178819,1,1,76,M,RS004,Z03.8,93.91,2,1,0,1599250,2024-03-28,2024-04-18,auto,1200000,1.3327083333333334,1599250.0,21,2,0,0.0,4,4,1.1389042610267026,0.10478915374091143,2024-04,4.0,0,0,399812.5,0,0,4.1880374746782785
1456379441744140,0,1,43,F,RS010,Z03.8,93.91,3,4,0,555440,2024-01-04,2024-04-18,auto,1200000,0.46286666666666665,138860.0,105,3,0,0.0,6,6,0.8937543008399227,0.07411704071076612,2024-04,1.0,0,0,92573.33333333333,0,0,4.194546355512187
5451421936532868,1,1,86,M,RS008,Z00.0,93.99,2,4,1,6988802,2024-01-29,2024-04-19,manual,700000,9.984002857142857,1747200.5,81,2,0,0.0,9,9,1.0265457874193042,0.1446533435147533,2024-04,1.0,0,0,776533.5555555555,0,0,4.132381893114696
2913539596413669,1,0,61,M,RS002,I10,99.04,2,2,3,3157941,2024-01-13,2024-04-19,manual,2000000,1.5789705,1578970.5,97,5,0,0.0,6,6,1.0391230455674134,0.07729915710196966,2024-04,0.0,0,0,526323.5,0,0,4.200547839995615
3374573990747047,1,0,67,F,RS006,H25.9,13.4,2,2,0,892647,2024-02-01,2024-04-19,manual,7500000,0.1190196,446323.5,78,3,0,0.0,7,7,0.9368320528657003,0.05993813421276521,2024-04,1.6666666666666665,0,0,127521.0,0,0,4.176435992934502
5519825488340102,1,1,46,F,RS007,E11,99.1,2,3,2,8315626,2024-02-06,2024-04-20,auto,2500000,3.3262504,2771875.3333333335,74,5,0,0.0,1,1,0.90376814931519,0.08637415313470546,2024-04,0.0,0,0,8315626.0,0,0,4.2002148790873735
3042648763683951,1,1,86,M,RS005,J00,93.9,3,2,1,9640487,2024-04-19,2024-04-21,auto,500000,19.280974,4820243.5,2,4,0,0.0,6,6,1.0680975958504708,0.10664019617848865,2024-04,0.5,0,0,1606747.8333333333,0,0,4.221995428937814
2471692572190061,1,1,29,F,RS007,H25.9,13.4,2,2,0,3351418,2024-04-15,2024-04-22,manual,7500000,0.44685573333333334,1675709.0,7,1,0,0.0,2,2,0.90376814931519,0.03559388242502608,2024-04,0.0,0,0,1675709.0,0,0,4.2002148790873735
0565829225677991,1,0,88,M,RS004,M54.5,93.39,3,3,2,499124,2024-03-25,2024-04-22,manual,1800000,0.2772911111111111,166374.66666666666,28,4,0,0.0,4,4,1.1389042610267026,0.14356903683620645,2024-04,4.0,0,0,124781.0,0,0,4.1880374746782785
8706521065904296,1,1,57,M,RS008,M54.5,93.39,2,4,1,7855966,2024-03-11,2024-04-23,manual,1800000,4.364425555555555,1963991.5,43,5,0,0.0,10,10,1.0265457874193042,0.03856585958147275,2024-04,1.0,0,0,785596.6,0,0,4.132381893114696
0174780121696796,1,0,30,F,RS005,Z03.8,93.91,2,3,1,1122879,2024-02-17,2024-04-23,auto,1200000,0.9357325,374293.0,66,2,0,0.0,7,7,1.0680975958504708,0.12236031347780328,2024-04,0.5,0,0,160411.2857142857,0,0,4.221995428937814
